,DATE,MORTGAGE30US
1697,"October 10, 2003",5.95
1698,"October 17, 2003",6.05
1699,"October 24, 2003",6.05
1700,"October 31, 2003",5.94
1701,"November 7, 2003",5.98
1702,"November 14, 2003",6.03
1703,"November 21, 2003",5.83
1704,"November 28, 2003",5.89
1705,"December 5, 2003",6.02
1706,"December 12, 2003",5.88
1707,"December 19, 2003",5.82
1708,"December 26, 2003",5.81
1709,"December 31, 2003",5.85
1710,"January 8, 2004",5.87
1711,"January 15, 2004",5.66
1712,"January 22, 2004",5.64
1713,"January 29, 2004",5.68
1714,"February 5, 2004",5.72
1715,"February 12, 2004",5.66
1716,"February 19, 2004",5.58
1717,"February 26, 2004",5.58
1718,"March 4, 2004",5.59
1719,"March 11, 2004",5.41
1720,"March 18, 2004",5.38
1721,"March 25, 2004",5.4
1722,"April 1, 2004",5.52
1723,"April 8, 2004",5.79
1724,"April 15, 2004",5.89
1725,"April 22, 2004",5.94
1726,"April 29, 2004",6.01
1727,"May 6, 2004",6.12
1728,"May 13, 2004",6.34
1729,"May 20, 2004",6.3
1730,"May 27, 2004",6.32
1731,"June 3, 2004",6.28
1732,"June 10, 2004",6.3
1733,"June 17, 2004",6.32
1734,"June 24, 2004",6.25
1735,"July 1, 2004",6.21
1736,"July 8, 2004",6.01
1737,"July 15, 2004",6.0
1738,"July 22, 2004",5.98
1739,"July 29, 2004",6.08
1740,"August 5, 2004",5.99
1741,"August 12, 2004",5.85
1742,"August 19, 2004",5.81
1743,"August 26, 2004",5.82
1744,"September 2, 2004",5.77
1745,"September 9, 2004",5.83
1746,"September 16, 2004",5.75
1747,"September 23, 2004",5.7
1748,"September 30, 2004",5.72
1749,"October 7, 2004",5.82
1750,"October 14, 2004",5.74
1751,"October 21, 2004",5.69
1752,"October 28, 2004",5.64
1753,"November 4, 2004",5.7
1754,"November 11, 2004",5.76
1755,"November 18, 2004",5.74
1756,"November 24, 2004",5.72
1757,"December 2, 2004",5.81
1758,"December 9, 2004",5.71
1759,"December 16, 2004",5.68
1760,"December 22, 2004",5.75
1761,"December 29, 2004",5.81
1762,"January 6, 2005",5.77
1763,"January 13, 2005",5.74
1764,"January 20, 2005",5.67
1765,"January 27, 2005",5.66
1766,"February 3, 2005",5.63
1767,"February 10, 2005",5.57
1768,"February 17, 2005",5.62
1769,"February 24, 2005",5.69
1770,"March 3, 2005",5.79
1771,"March 10, 2005",5.85
1772,"March 17, 2005",5.95
1773,"March 24, 2005",6.01
1774,"March 31, 2005",6.04
1775,"April 7, 2005",5.93
1776,"April 14, 2005",5.91
1777,"April 21, 2005",5.8
1778,"April 28, 2005",5.78
1779,"May 5, 2005",5.75
1780,"May 12, 2005",5.77
1781,"May 19, 2005",5.71
1782,"May 26, 2005",5.65
1783,"June 2, 2005",5.62
1784,"June 9, 2005",5.56
1785,"June 16, 2005",5.63
1786,"June 23, 2005",5.57
1787,"June 30, 2005",5.53
1788,"July 7, 2005",5.62
1789,"July 14, 2005",5.66
1790,"July 21, 2005",5.73
1791,"July 28, 2005",5.77
1792,"August 4, 2005",5.82
1793,"August 11, 2005",5.89
1794,"August 18, 2005",5.8
1795,"August 25, 2005",5.77
1796,"September 1, 2005",5.71
1797,"September 8, 2005",5.71
1798,"September 15, 2005",5.74
1799,"September 22, 2005",5.8
1800,"September 29, 2005",5.91
1801,"October 6, 2005",5.98
1802,"October 13, 2005",6.03
1803,"October 20, 2005",6.1
1804,"October 27, 2005",6.15
1805,"November 3, 2005",6.31
1806,"November 10, 2005",6.36
1807,"November 17, 2005",6.37
1808,"November 23, 2005",6.28
1809,"December 1, 2005",6.26
1810,"December 8, 2005",6.32
1811,"December 15, 2005",6.3
1812,"December 22, 2005",6.26
1813,"December 29, 2005",6.22
1814,"January 5, 2006",6.21
1815,"January 12, 2006",6.15
1816,"January 19, 2006",6.1
1817,"January 26, 2006",6.12
1818,"February 2, 2006",6.23
1819,"February 9, 2006",6.24
1820,"February 16, 2006",6.28
1821,"February 23, 2006",6.26
1822,"March 2, 2006",6.24
1823,"March 9, 2006",6.37
1824,"March 16, 2006",6.34
1825,"March 23, 2006",6.32
1826,"March 30, 2006",6.35
1827,"April 6, 2006",6.43
1828,"April 13, 2006",6.49
1829,"April 20, 2006",6.53
1830,"April 27, 2006",6.58
1831,"May 4, 2006",6.59
1832,"May 11, 2006",6.58
1833,"May 18, 2006",6.6
1834,"May 25, 2006",6.62
1835,"June 1, 2006",6.67
1836,"June 8, 2006",6.62
1837,"June 15, 2006",6.63
1838,"June 22, 2006",6.71
1839,"June 29, 2006",6.78
1840,"July 6, 2006",6.79
1841,"July 13, 2006",6.74
1842,"July 20, 2006",6.8
1843,"July 27, 2006",6.72
1844,"August 3, 2006",6.63
1845,"August 10, 2006",6.55
1846,"August 17, 2006",6.52
1847,"August 24, 2006",6.48
1848,"August 31, 2006",6.44
1849,"September 7, 2006",6.47
1850,"September 14, 2006",6.43
1851,"September 21, 2006",6.4
1852,"September 28, 2006",6.31
1853,"October 5, 2006",6.3
1854,"October 12, 2006",6.37
1855,"October 19, 2006",6.36
1856,"October 26, 2006",6.4
1857,"November 2, 2006",6.31
1858,"November 9, 2006",6.33
1859,"November 16, 2006",6.24
1860,"November 22, 2006",6.18
1861,"November 30, 2006",6.14
1862,"December 7, 2006",6.11
1863,"December 14, 2006",6.12
1864,"December 21, 2006",6.13
1865,"December 28, 2006",6.18
1866,"January 4, 2007",6.18
1867,"January 11, 2007",6.21
1868,"January 18, 2007",6.23
1869,"January 25, 2007",6.25
1870,"February 1, 2007",6.34
1871,"February 8, 2007",6.28
1872,"February 15, 2007",6.3
1873,"February 22, 2007",6.22
1874,"March 1, 2007",6.18
1875,"March 8, 2007",6.14
1876,"March 15, 2007",6.14
1877,"March 22, 2007",6.16
1878,"March 29, 2007",6.16
1879,"April 5, 2007",6.17
1880,"April 12, 2007",6.22
1881,"April 19, 2007",6.17
1882,"April 26, 2007",6.16
1883,"May 3, 2007",6.16
1884,"May 10, 2007",6.15
1885,"May 17, 2007",6.21
1886,"May 24, 2007",6.37
1887,"May 31, 2007",6.42
1888,"June 7, 2007",6.53
1889,"June 14, 2007",6.74
1890,"June 21, 2007",6.69
1891,"June 28, 2007",6.67
1892,"July 5, 2007",6.63
1893,"July 12, 2007",6.73
1894,"July 19, 2007",6.73
1895,"July 26, 2007",6.69
1896,"August 2, 2007",6.68
1897,"August 9, 2007",6.59
1898,"August 16, 2007",6.62
1899,"August 23, 2007",6.52
1900,"August 30, 2007",6.45
1901,"September 6, 2007",6.46
1902,"September 13, 2007",6.31
1903,"September 20, 2007",6.34
1904,"September 27, 2007",6.42
1905,"October 4, 2007",6.37
1906,"October 11, 2007",6.4
1907,"October 18, 2007",6.4
1908,"October 25, 2007",6.33
1909,"November 1, 2007",6.26
1910,"November 8, 2007",6.24
1911,"November 15, 2007",6.24
1912,"November 21, 2007",6.2
1913,"November 29, 2007",6.1
1914,"December 6, 2007",5.96
1915,"December 13, 2007",6.11
1916,"December 20, 2007",6.14
1917,"December 27, 2007",6.17
1918,"January 3, 2008",6.07
1919,"January 10, 2008",5.87
1920,"January 17, 2008",5.69
1921,"January 24, 2008",5.48
1922,"January 31, 2008",5.68
1923,"February 7, 2008",5.67
1924,"February 14, 2008",5.72
1925,"February 21, 2008",6.04
1926,"February 28, 2008",6.24
1927,"March 6, 2008",6.03
1928,"March 13, 2008",6.13
1929,"March 20, 2008",5.87
1930,"March 27, 2008",5.85
1931,"April 3, 2008",5.88
1932,"April 10, 2008",5.88
1933,"April 17, 2008",5.88
1934,"April 24, 2008",6.03
1935,"May 1, 2008",6.06
1936,"May 8, 2008",6.05
1937,"May 15, 2008",6.01
1938,"May 22, 2008",5.98
1939,"May 29, 2008",6.08
1940,"June 5, 2008",6.09
1941,"June 12, 2008",6.32
1942,"June 19, 2008",6.42
1943,"June 26, 2008",6.45
1944,"July 3, 2008",6.35
1945,"July 10, 2008",6.37
1946,"July 17, 2008",6.26
1947,"July 24, 2008",6.63
1948,"July 31, 2008",6.52
1949,"August 7, 2008",6.52
1950,"August 14, 2008",6.52
1951,"August 21, 2008",6.47
1952,"August 28, 2008",6.4
1953,"September 4, 2008",6.35
1954,"September 11, 2008",5.93
1955,"September 18, 2008",5.78
1956,"September 25, 2008",6.09
1957,"October 2, 2008",6.1
1958,"October 9, 2008",5.94
1959,"October 16, 2008",6.46
1960,"October 23, 2008",6.04
1961,"October 30, 2008",6.46
1962,"November 6, 2008",6.2
1963,"November 13, 2008",6.14
1964,"November 20, 2008",6.04
1965,"November 26, 2008",5.97
1966,"December 4, 2008",5.53
1967,"December 11, 2008",5.47
1968,"December 18, 2008",5.19
1969,"December 24, 2008",5.14
1970,"December 31, 2008",5.1
1971,"January 8, 2009",5.01
1972,"January 15, 2009",4.96
1973,"January 22, 2009",5.12
1974,"January 29, 2009",5.1
1975,"February 5, 2009",5.25
1976,"February 12, 2009",5.16
1977,"February 19, 2009",5.04
1978,"February 26, 2009",5.07
1979,"March 5, 2009",5.15
1980,"March 12, 2009",5.03
1981,"March 19, 2009",4.98
1982,"March 26, 2009",4.85
1983,"April 2, 2009",4.78
1984,"April 9, 2009",4.87
1985,"April 16, 2009",4.82
1986,"April 23, 2009",4.8
1987,"April 30, 2009",4.78
1988,"May 7, 2009",4.84
1989,"May 14, 2009",4.86
1990,"May 21, 2009",4.82
1991,"May 28, 2009",4.91
1992,"June 4, 2009",5.29
1993,"June 11, 2009",5.59
1994,"June 18, 2009",5.38
1995,"June 25, 2009",5.42
1996,"July 2, 2009",5.32
1997,"July 9, 2009",5.2
1998,"July 16, 2009",5.14
1999,"July 23, 2009",5.2
2000,"July 30, 2009",5.25
2001,"August 6, 2009",5.22
2002,"August 13, 2009",5.29
2003,"August 20, 2009",5.12
2004,"August 27, 2009",5.14
2005,"September 3, 2009",5.08
2006,"September 10, 2009",5.07
2007,"September 17, 2009",5.04
2008,"September 24, 2009",5.04
2009,"October 1, 2009",4.94
2010,"October 8, 2009",4.87
2011,"October 15, 2009",4.92
2012,"October 22, 2009",5.0
2013,"October 29, 2009",5.03
2014,"November 5, 2009",4.98
2015,"November 12, 2009",4.91
2016,"November 19, 2009",4.83
2017,"November 25, 2009",4.78
2018,"December 3, 2009",4.71
2019,"December 10, 2009",4.81
2020,"December 17, 2009",4.94
2021,"December 24, 2009",5.05
2022,"December 31, 2009",5.14
2023,"January 7, 2010",5.09
2024,"January 14, 2010",5.06
2025,"January 21, 2010",4.99
2026,"January 28, 2010",4.98
2027,"February 4, 2010",5.01
2028,"February 11, 2010",4.97
2029,"February 18, 2010",4.93
2030,"February 25, 2010",5.05
2031,"March 4, 2010",4.97
2032,"March 11, 2010",4.95
2033,"March 18, 2010",4.96
2034,"March 25, 2010",4.99
2035,"April 1, 2010",5.08
2036,"April 8, 2010",5.21
2037,"April 15, 2010",5.07
2038,"April 22, 2010",5.07
2039,"April 29, 2010",5.06
2040,"May 6, 2010",5.0
2041,"May 13, 2010",4.93
2042,"May 20, 2010",4.84
2043,"May 27, 2010",4.78
2044,"June 3, 2010",4.79
2045,"June 10, 2010",4.72
2046,"June 17, 2010",4.75
2047,"June 24, 2010",4.69
2048,"July 1, 2010",4.58
2049,"July 8, 2010",4.57
2050,"July 15, 2010",4.57
2051,"July 22, 2010",4.56
2052,"July 29, 2010",4.54
2053,"August 5, 2010",4.49
2054,"August 12, 2010",4.44
2055,"August 19, 2010",4.42
2056,"August 26, 2010",4.36
2057,"September 2, 2010",4.32
2058,"September 9, 2010",4.35
2059,"September 16, 2010",4.37
2060,"September 23, 2010",4.37
2061,"September 30, 2010",4.32
2062,"October 7, 2010",4.27
2063,"October 14, 2010",4.19
2064,"October 21, 2010",4.21
2065,"October 28, 2010",4.23
2066,"November 4, 2010",4.24
2067,"November 11, 2010",4.17
2068,"November 18, 2010",4.39
2069,"November 24, 2010",4.4
2070,"December 2, 2010",4.46
2071,"December 9, 2010",4.61
2072,"December 16, 2010",4.83
2073,"December 23, 2010",4.81
2074,"December 30, 2010",4.86
2075,"January 6, 2011",4.77
2076,"January 13, 2011",4.71
2077,"January 20, 2011",4.74
2078,"January 27, 2011",4.8
2079,"February 3, 2011",4.81
2080,"February 10, 2011",5.05
2081,"February 17, 2011",5.0
2082,"February 24, 2011",4.95
2083,"March 3, 2011",4.87
2084,"March 10, 2011",4.88
2085,"March 17, 2011",4.76
2086,"March 24, 2011",4.81
2087,"March 31, 2011",4.86
2088,"April 7, 2011",4.87
2089,"April 14, 2011",4.91
2090,"April 21, 2011",4.8
2091,"April 28, 2011",4.78
2092,"May 5, 2011",4.71
2093,"May 12, 2011",4.63
2094,"May 19, 2011",4.61
2095,"May 26, 2011",4.6
2096,"June 2, 2011",4.55
2097,"June 9, 2011",4.49
2098,"June 16, 2011",4.5
2099,"June 23, 2011",4.5
2100,"June 30, 2011",4.51
2101,"July 7, 2011",4.6
2102,"July 14, 2011",4.51
2103,"July 21, 2011",4.52
2104,"July 28, 2011",4.55
2105,"August 4, 2011",4.39
2106,"August 11, 2011",4.32
2107,"August 18, 2011",4.15
2108,"August 25, 2011",4.22
2109,"September 1, 2011",4.22
2110,"September 8, 2011",4.12
2111,"September 15, 2011",4.09
2112,"September 22, 2011",4.09
2113,"September 29, 2011",4.01
2114,"October 6, 2011",3.94
2115,"October 13, 2011",4.12
2116,"October 20, 2011",4.11
2117,"October 27, 2011",4.1
2118,"November 3, 2011",4.0
2119,"November 10, 2011",3.99
2120,"November 17, 2011",4.0
2121,"November 23, 2011",3.98
2122,"December 1, 2011",4.0
2123,"December 8, 2011",3.99
2124,"December 15, 2011",3.94
2125,"December 22, 2011",3.91
2126,"December 29, 2011",3.95
2127,"January 5, 2012",3.91
2128,"January 12, 2012",3.89
2129,"January 19, 2012",3.88
2130,"January 26, 2012",3.98
2131,"February 2, 2012",3.87
2132,"February 9, 2012",3.87
2133,"February 16, 2012",3.87
2134,"February 23, 2012",3.95
2135,"March 1, 2012",3.9
2136,"March 8, 2012",3.88
2137,"March 15, 2012",3.92
2138,"March 22, 2012",4.08
2139,"March 29, 2012",3.99
2140,"April 5, 2012",3.98
2141,"April 12, 2012",3.88
2142,"April 19, 2012",3.9
2143,"April 26, 2012",3.88
2144,"May 3, 2012",3.84
2145,"May 10, 2012",3.83
2146,"May 17, 2012",3.79
2147,"May 24, 2012",3.78
2148,"May 31, 2012",3.75
2149,"June 7, 2012",3.67
2150,"June 14, 2012",3.71
2151,"June 21, 2012",3.66
2152,"June 28, 2012",3.66
2153,"July 5, 2012",3.62
2154,"July 12, 2012",3.56
2155,"July 19, 2012",3.53
2156,"July 26, 2012",3.49
2157,"August 2, 2012",3.55
2158,"August 9, 2012",3.59
2159,"August 16, 2012",3.62
2160,"August 23, 2012",3.66
2161,"August 30, 2012",3.59
2162,"September 6, 2012",3.55
2163,"September 13, 2012",3.55
2164,"September 20, 2012",3.49
2165,"September 27, 2012",3.4
2166,"October 4, 2012",3.36
2167,"October 11, 2012",3.39
2168,"October 18, 2012",3.37
2169,"October 25, 2012",3.41
2170,"November 1, 2012",3.39
2171,"November 8, 2012",3.4
2172,"November 15, 2012",3.34
2173,"November 21, 2012",3.31
2174,"November 29, 2012",3.32
2175,"December 6, 2012",3.34
2176,"December 13, 2012",3.32
2177,"December 20, 2012",3.37
2178,"December 27, 2012",3.35
2179,"January 3, 2013",3.34
2180,"January 10, 2013",3.4
2181,"January 17, 2013",3.38
2182,"January 24, 2013",3.42
2183,"January 31, 2013",3.53
2184,"February 7, 2013",3.53
2185,"February 14, 2013",3.53
2186,"February 21, 2013",3.56
2187,"February 28, 2013",3.51
2188,"March 7, 2013",3.52
2189,"March 14, 2013",3.63
2190,"March 21, 2013",3.54
2191,"March 28, 2013",3.57
2192,"April 4, 2013",3.54
2193,"April 11, 2013",3.43
2194,"April 18, 2013",3.41
2195,"April 25, 2013",3.4
2196,"May 2, 2013",3.35
2197,"May 9, 2013",3.42
2198,"May 16, 2013",3.51
2199,"May 23, 2013",3.59
2200,"May 30, 2013",3.81
2201,"June 6, 2013",3.91
2202,"June 13, 2013",3.98
2203,"June 20, 2013",3.93
2204,"June 27, 2013",4.46
2205,"July 3, 2013",4.29
2206,"July 11, 2013",4.51
2207,"July 18, 2013",4.37
2208,"July 25, 2013",4.31
2209,"August 1, 2013",4.39
2210,"August 8, 2013",4.4
2211,"August 15, 2013",4.4
2212,"August 22, 2013",4.58
2213,"August 29, 2013",4.51
2214,"September 5, 2013",4.57
2215,"September 12, 2013",4.57
2216,"September 19, 2013",4.5
2217,"September 26, 2013",4.32
2218,"October 3, 2013",4.22
2219,"October 10, 2013",4.23
2220,"October 17, 2013",4.28
2221,"October 24, 2013",4.13
2222,"October 31, 2013",4.1
2223,"November 7, 2013",4.16
2224,"November 14, 2013",4.35
2225,"November 21, 2013",4.22
2226,"November 27, 2013",4.29
2227,"December 5, 2013",4.46
2228,"December 12, 2013",4.42
2229,"December 19, 2013",4.47
2230,"December 26, 2013",4.48
2231,"January 2, 2014",4.53
2232,"January 9, 2014",4.51
2233,"January 16, 2014",4.41
2234,"January 23, 2014",4.39
2235,"January 30, 2014",4.32
2236,"February 6, 2014",4.23
2237,"February 13, 2014",4.28
2238,"February 20, 2014",4.33
2239,"February 27, 2014",4.37
2240,"March 6, 2014",4.28
2241,"March 13, 2014",4.37
2242,"March 20, 2014",4.32
2243,"March 27, 2014",4.4
2244,"April 3, 2014",4.41
2245,"April 10, 2014",4.34
2246,"April 17, 2014",4.27
2247,"April 24, 2014",4.33
2248,"May 1, 2014",4.29
2249,"May 8, 2014",4.21
2250,"May 15, 2014",4.2
2251,"May 22, 2014",4.14
2252,"May 29, 2014",4.12
2253,"June 5, 2014",4.14
2254,"June 12, 2014",4.2
2255,"June 19, 2014",4.17
2256,"June 26, 2014",4.14
2257,"July 3, 2014",4.12
2258,"July 10, 2014",4.15
2259,"July 17, 2014",4.13
2260,"July 24, 2014",4.13
2261,"July 31, 2014",4.12
2262,"August 7, 2014",4.14
2263,"August 14, 2014",4.12
2264,"August 21, 2014",4.1
2265,"August 28, 2014",4.1
2266,"September 4, 2014",4.1
2267,"September 11, 2014",4.12
2268,"September 18, 2014",4.23
2269,"September 25, 2014",4.2
2270,"October 2, 2014",4.19
2271,"October 9, 2014",4.12
2272,"October 16, 2014",3.97
2273,"October 23, 2014",3.92
2274,"October 30, 2014",3.98
2275,"November 6, 2014",4.02
2276,"November 13, 2014",4.01
2277,"November 20, 2014",3.99
2278,"November 26, 2014",3.97
2279,"December 4, 2014",3.89
2280,"December 11, 2014",3.93
2281,"December 18, 2014",3.8
2282,"December 24, 2014",3.83
2283,"December 31, 2014",3.87
2284,"January 8, 2015",3.73
2285,"January 15, 2015",3.66
2286,"January 22, 2015",3.63
2287,"January 29, 2015",3.66
2288,"February 5, 2015",3.59
2289,"February 12, 2015",3.69
2290,"February 19, 2015",3.76
2291,"February 26, 2015",3.8
2292,"March 5, 2015",3.75
2293,"March 12, 2015",3.86
2294,"March 19, 2015",3.78
2295,"March 26, 2015",3.69
2296,"April 2, 2015",3.7
2297,"April 9, 2015",3.66
2298,"April 16, 2015",3.67
2299,"April 23, 2015",3.65
2300,"April 30, 2015",3.68
2301,"May 7, 2015",3.8
2302,"May 14, 2015",3.85
2303,"May 21, 2015",3.84
2304,"May 28, 2015",3.87
2305,"June 4, 2015",3.87
2306,"June 11, 2015",4.04
2307,"June 18, 2015",4.0
2308,"June 25, 2015",4.02
2309,"July 2, 2015",4.08
2310,"July 9, 2015",4.04
2311,"July 16, 2015",4.09
2312,"July 23, 2015",4.04
2313,"July 30, 2015",3.98
2314,"August 6, 2015",3.91
2315,"August 13, 2015",3.94
2316,"August 20, 2015",3.93
2317,"August 27, 2015",3.84
2318,"September 3, 2015",3.89
2319,"September 10, 2015",3.9
2320,"September 17, 2015",3.91
2321,"September 24, 2015",3.86
2322,"October 1, 2015",3.85
2323,"October 8, 2015",3.76
2324,"October 15, 2015",3.82
2325,"October 22, 2015",3.79
2326,"October 29, 2015",3.76
2327,"November 5, 2015",3.87
2328,"November 12, 2015",3.98
2329,"November 19, 2015",3.97
2330,"November 25, 2015",3.95
2331,"December 3, 2015",3.93
2332,"December 10, 2015",3.95
2333,"December 17, 2015",3.97
2334,"December 24, 2015",3.96
2335,"December 31, 2015",4.01
2336,"January 7, 2016",3.97
2337,"January 14, 2016",3.92
2338,"January 21, 2016",3.81
2339,"January 28, 2016",3.79
2340,"February 4, 2016",3.72
2341,"February 11, 2016",3.65
2342,"February 18, 2016",3.65
2343,"February 25, 2016",3.62
2344,"March 3, 2016",3.64
2345,"March 10, 2016",3.68
2346,"March 17, 2016",3.73
2347,"March 24, 2016",3.71
2348,"March 31, 2016",3.71
2349,"April 7, 2016",3.59
2350,"April 14, 2016",3.58
2351,"April 21, 2016",3.59
2352,"April 28, 2016",3.66
2353,"May 5, 2016",3.61
2354,"May 12, 2016",3.57
2355,"May 19, 2016",3.58
2356,"May 26, 2016",3.64
2357,"June 2, 2016",3.66
2358,"June 9, 2016",3.6
2359,"June 16, 2016",3.54
2360,"June 23, 2016",3.56
2361,"June 30, 2016",3.48
2362,"July 7, 2016",3.41
2363,"July 14, 2016",3.42
2364,"July 21, 2016",3.45
2365,"July 28, 2016",3.48
2366,"August 4, 2016",3.43
2367,"August 11, 2016",3.45
2368,"August 18, 2016",3.43
2369,"August 25, 2016",3.43
2370,"September 1, 2016",3.46
2371,"September 8, 2016",3.44
2372,"September 15, 2016",3.5
2373,"September 22, 2016",3.48
2374,"September 29, 2016",3.42
2375,"October 6, 2016",3.42
2376,"October 13, 2016",3.47
2377,"October 20, 2016",3.52
2378,"October 27, 2016",3.47
2379,"November 3, 2016",3.54
2380,"November 10, 2016",3.57
2381,"November 17, 2016",3.94
2382,"November 23, 2016",4.03
2383,"December 1, 2016",4.08
2384,"December 8, 2016",4.13
2385,"December 15, 2016",4.16
2386,"December 22, 2016",4.3
2387,"December 29, 2016",4.32
2388,"January 5, 2017",4.2
2389,"January 12, 2017",4.12
2390,"January 19, 2017",4.09
2391,"January 26, 2017",4.19
2392,"February 2, 2017",4.19
2393,"February 9, 2017",4.17
2394,"February 16, 2017",4.15
2395,"February 23, 2017",4.16
2396,"March 2, 2017",4.1
2397,"March 9, 2017",4.21
2398,"March 16, 2017",4.3
2399,"March 23, 2017",4.23
2400,"March 30, 2017",4.14
2401,"April 6, 2017",4.1
2402,"April 13, 2017",4.08
2403,"April 20, 2017",3.97
2404,"April 27, 2017",4.03
2405,"May 4, 2017",4.02
2406,"May 11, 2017",4.05
2407,"May 18, 2017",4.02
2408,"May 25, 2017",3.95
2409,"June 1, 2017",3.94
2410,"June 8, 2017",3.89
2411,"June 15, 2017",3.91
2412,"June 22, 2017",3.9
2413,"June 29, 2017",3.88
2414,"July 6, 2017",3.96
2415,"July 13, 2017",4.03
2416,"July 20, 2017",3.96
2417,"July 27, 2017",3.92
2418,"August 3, 2017",3.93
2419,"August 10, 2017",3.9
2420,"August 17, 2017",3.89
2421,"August 24, 2017",3.86
2422,"August 31, 2017",3.82
2423,"September 7, 2017",3.78
2424,"September 14, 2017",3.78
2425,"September 21, 2017",3.83
2426,"September 28, 2017",3.83
2427,"October 5, 2017",3.85
2428,"October 12, 2017",3.91
2429,"October 19, 2017",3.88
2430,"October 26, 2017",3.94
2431,"November 2, 2017",3.94
2432,"November 9, 2017",3.9
2433,"November 16, 2017",3.95
2434,"November 22, 2017",3.92
2435,"November 30, 2017",3.9
2436,"December 7, 2017",3.94
2437,"December 14, 2017",3.93
2438,"December 21, 2017",3.94
2439,"December 28, 2017",3.99
2440,"January 4, 2018",3.95
2441,"January 11, 2018",3.99
2442,"January 18, 2018",4.04
2443,"January 25, 2018",4.15
2444,"February 1, 2018",4.22
2445,"February 8, 2018",4.32
2446,"February 15, 2018",4.38
2447,"February 22, 2018",4.4
2448,"March 1, 2018",4.43
2449,"March 8, 2018",4.46
2450,"March 15, 2018",4.44
2451,"March 22, 2018",4.45
2452,"March 29, 2018",4.44
2453,"April 5, 2018",4.4
2454,"April 12, 2018",4.42
2455,"April 19, 2018",4.47
2456,"April 26, 2018",4.58
2457,"May 3, 2018",4.55
2458,"May 10, 2018",4.55
2459,"May 17, 2018",4.61
2460,"May 24, 2018",4.66
2461,"May 31, 2018",4.56
2462,"June 7, 2018",4.54
2463,"June 14, 2018",4.62
2464,"June 21, 2018",4.57
2465,"June 28, 2018",4.55
2466,"July 5, 2018",4.52
2467,"July 12, 2018",4.53
2468,"July 19, 2018",4.52
2469,"July 26, 2018",4.54
2470,"August 2, 2018",4.6
2471,"August 9, 2018",4.59
2472,"August 16, 2018",4.53
2473,"August 23, 2018",4.51
2474,"August 30, 2018",4.52
2475,"September 6, 2018",4.54
2476,"September 13, 2018",4.6
2477,"September 20, 2018",4.65
2478,"September 27, 2018",4.72
2479,"October 4, 2018",4.71
2480,"October 11, 2018",4.9
2481,"October 18, 2018",4.85
2482,"October 25, 2018",4.86
2483,"November 1, 2018",4.83
2484,"November 8, 2018",4.94
2485,"November 15, 2018",4.94
2486,"November 21, 2018",4.81
2487,"November 29, 2018",4.81
2488,"December 6, 2018",4.75
2489,"December 13, 2018",4.63
2490,"December 20, 2018",4.62
2491,"December 27, 2018",4.55
2492,"January 3, 2019",4.51
2493,"January 10, 2019",4.45
2494,"January 17, 2019",4.45
2495,"January 24, 2019",4.45
2496,"January 31, 2019",4.46
2497,"February 7, 2019",4.41
2498,"February 14, 2019",4.37
2499,"February 21, 2019",4.35
2500,"February 28, 2019",4.35
2501,"March 7, 2019",4.41
2502,"March 14, 2019",4.31
2503,"March 21, 2019",4.28
2504,"March 28, 2019",4.06
2505,"April 4, 2019",4.08
2506,"April 11, 2019",4.12
2507,"April 18, 2019",4.17
2508,"April 25, 2019",4.2
2509,"May 2, 2019",4.14
2510,"May 9, 2019",4.1
2511,"May 16, 2019",4.07
2512,"May 23, 2019",4.06
2513,"May 30, 2019",3.99
2514,"June 6, 2019",3.82
2515,"June 13, 2019",3.82
2516,"June 20, 2019",3.84
2517,"June 27, 2019",3.73
2518,"July 3, 2019",3.75
2519,"July 11, 2019",3.75
2520,"July 18, 2019",3.81
2521,"July 25, 2019",3.75
2522,"August 1, 2019",3.75
2523,"August 8, 2019",3.6
2524,"August 15, 2019",3.6
2525,"August 22, 2019",3.55
2526,"August 29, 2019",3.58
2527,"September 5, 2019",3.49
2528,"September 12, 2019",3.56
2529,"September 19, 2019",3.73
2530,"September 26, 2019",3.64
2531,"October 3, 2019",3.65
2532,"October 10, 2019",3.57
2533,"October 17, 2019",3.69
2534,"October 24, 2019",3.75
2535,"October 31, 2019",3.78
2536,"November 7, 2019",3.69
2537,"November 14, 2019",3.75
2538,"November 21, 2019",3.66
2539,"November 27, 2019",3.68
2540,"December 5, 2019",3.68
2541,"December 12, 2019",3.73
2542,"December 19, 2019",3.73
2543,"December 26, 2019",3.74
2544,"January 2, 2020",3.72
2545,"January 9, 2020",3.64
2546,"January 16, 2020",3.65
2547,"January 23, 2020",3.6
2548,"January 30, 2020",3.51
2549,"February 6, 2020",3.45
2550,"February 13, 2020",3.47
2551,"February 20, 2020",3.49
2552,"February 27, 2020",3.45
2553,"March 5, 2020",3.29
2554,"March 12, 2020",3.36
2555,"March 19, 2020",3.65
2556,"March 26, 2020",3.5
2557,"April 2, 2020",3.33
2558,"April 9, 2020",3.33
2559,"April 16, 2020",3.31
2560,"April 23, 2020",3.33
2561,"April 30, 2020",3.23
2562,"May 7, 2020",3.26
2563,"May 14, 2020",3.28
2564,"May 21, 2020",3.24
2565,"May 28, 2020",3.15
2566,"June 4, 2020",3.18
2567,"June 11, 2020",3.21
2568,"June 18, 2020",3.13
2569,"June 25, 2020",3.13
2570,"July 2, 2020",3.07
