,DATE,MORTGAGE30US
2571,"July 9, 2020",3.03
2572,"July 16, 2020",2.98
2573,"July 23, 2020",3.01
2574,"July 30, 2020",2.99
2575,"August 6, 2020",2.88
2576,"August 13, 2020",2.96
2577,"August 20, 2020",2.99
2578,"August 27, 2020",2.91
2579,"September 3, 2020",2.93
2580,"September 10, 2020",2.86
2581,"September 17, 2020",2.87
2582,"September 24, 2020",2.9
2583,"October 1, 2020",2.88
2584,"October 8, 2020",2.87
2585,"October 15, 2020",2.81
2586,"October 22, 2020",2.8
2587,"October 29, 2020",2.81
2588,"November 5, 2020",2.78
2589,"November 12, 2020",2.84
2590,"November 19, 2020",2.72
2591,"November 25, 2020",2.72
2592,"December 3, 2020",2.71
2593,"December 10, 2020",2.71
2594,"December 17, 2020",2.67
2595,"December 24, 2020",2.66
2596,"December 31, 2020",2.67
2597,"January 7, 2021",2.65
2598,"January 14, 2021",2.79
2599,"January 21, 2021",2.77
2600,"January 28, 2021",2.73
2601,"February 4, 2021",2.73
2602,"February 11, 2021",2.73
2603,"February 18, 2021",2.81
2604,"February 25, 2021",2.97
2605,"March 4, 2021",3.02
2606,"March 11, 2021",3.05
2607,"March 18, 2021",3.09
2608,"March 25, 2021",3.17
2609,"April 1, 2021",3.18
2610,"April 8, 2021",3.13
2611,"April 15, 2021",3.04
2612,"April 22, 2021",2.97
2613,"April 29, 2021",2.98
2614,"May 6, 2021",2.96
2615,"May 13, 2021",2.94
2616,"May 20, 2021",3.0
2617,"May 27, 2021",2.95
2618,"June 3, 2021",2.99
2619,"June 10, 2021",2.96
2620,"June 17, 2021",2.93
2621,"June 24, 2021",3.02
2622,"July 1, 2021",2.98
2623,"July 8, 2021",2.9
2624,"July 15, 2021",2.88
2625,"July 22, 2021",2.78
2626,"July 29, 2021",2.8
2627,"August 5, 2021",2.77
2628,"August 12, 2021",2.87
2629,"August 19, 2021",2.86
2630,"August 26, 2021",2.87
2631,"September 2, 2021",2.87
2632,"September 9, 2021",2.88
2633,"September 16, 2021",2.86
2634,"September 23, 2021",2.88
2635,"September 30, 2021",3.01
2636,"October 7, 2021",2.99
2637,"October 14, 2021",3.05
2638,"October 21, 2021",3.09
2639,"October 28, 2021",3.14
2640,"November 4, 2021",3.09
2641,"November 10, 2021",2.98
2642,"November 18, 2021",3.1
2643,"November 24, 2021",3.1
2644,"December 2, 2021",3.11
2645,"December 9, 2021",3.1
2646,"December 16, 2021",3.12
2647,"December 23, 2021",3.05
2648,"December 30, 2021",3.11
2649,"January 6, 2022",3.22
2650,"January 13, 2022",3.45
2651,"January 20, 2022",3.56
2652,"January 27, 2022",3.55
2653,"February 3, 2022",3.55
2654,"February 10, 2022",3.69
2655,"February 17, 2022",3.92
2656,"February 24, 2022",3.89
2657,"March 3, 2022",3.76
2658,"March 10, 2022",3.85
2659,"March 17, 2022",4.16
2660,"March 24, 2022",4.42
2661,"March 31, 2022",4.67
2662,"April 7, 2022",4.72
2663,"April 14, 2022",5.0
2664,"April 21, 2022",5.11
2665,"April 28, 2022",5.1
2666,"May 5, 2022",5.27
2667,"May 12, 2022",5.3
2668,"May 19, 2022",5.25
2669,"May 26, 2022",5.1
2670,"June 2, 2022",5.09
2671,"June 9, 2022",5.23
